AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
10.572000000000001,1021.1,79.347,2.5895,18.035999999999998,1019.8,534.23,101.3,10.259,12.857999999999999,115.41
15.718,1015.7,54.485,3.424,24.73,1088.9,550.02,134.83,11.949000000000002,1.4176,72.812
24.299,1000.9,81.518,3.8607,25.64,1089.5,550.1,132.55,11.995999999999999,1.7731,63.159
15.258,1012.6,81.97399999999999,2.5229,19.676,1055.5,550.21,110.34,10.468,4.7734,72.55
9.9761,1017.3,73.278,3.0834,21.99,1065.9,550.13,124.08,11.312000000000001,3.6701,62.85
11.944,1018.2,96.523,3.6515,28.368000000000002,1099.8,545.48,148.67,12.878,0.86121,76.218
14.962,1012.8,84.338,2.7972,19.942,1051.6,550.08,112.27,10.475,4.8738,58.608000000000004
17.84,1021.4,94.147,3.179,25.026999999999997,1087.8,549.97,132.88,11.975999999999999,2.3107,81.15100000000001
5.9632,1020.0,97.281,2.9356,23.781,1084.2,549.96,134.38,11.745999999999999,1.8001,77.685
18.775,1004.0,93.662,3.5382,24.445,1078.7,550.02,131.2,11.767000000000001,2.0644,45.817
16.659000000000002,1021.4,69.377,3.6937,23.826999999999998,1077.8,550.05,130.48,11.790999999999999,2.374,51.495
21.011,1016.7,73.347,3.0408,19.685,1050.9,550.31,110.27,10.604000000000001,4.7142,57.641000000000005
13.427,1014.7,82.149,2.7936,20.980999999999998,1047.1,550.29,109.24,10.35,6.4845,63.299
22.968000000000004,1010.4,93.79700000000001,4.2531,24.961,1087.4,549.88,131.08,12.005,2.0191,60.43899999999999
20.912,1017.2,68.608,3.3111,24.09,1077.5,550.4,128.87,11.783,1.9561,46.167
15.144,1019.3,83.064,3.2287,23.596999999999998,1076.8,549.86,130.32,11.800999999999998,2.4863,48.952
7.9603,1013.6,82.865,4.17,34.005,1099.8,525.31,165.89,14.203,1.1876,68.507
15.722000000000001,1019.9,93.84700000000001,3.3336,25.737,1090.3,548.81,136.23,12.125,0.873,63.879
24.538,1013.1,36.988,2.9843,21.078000000000003,1057.5,549.63,114.04,10.752,3.4003,57.02
10.807,1017.6,97.561,3.4134,26.410999999999998,1089.3,544.44,140.76,12.364,1.1473,73.85600000000001
18.84,1006.0,84.306,3.1584,19.442999999999998,1055.1,549.96,109.03,10.456,4.1069,57.68
8.9971,1002.9,98.615,3.0321,23.592,1081.9,550.0,132.86,11.738,3.2395,83.212
22.925,1002.7,74.985,2.6082,20.254,1056.1,550.03,108.97,10.492,4.2295,65.178
24.538,1008.2,76.929,4.5051,30.698,1100.0,542.99,149.27,13.325999999999999,1.4932,55.756
14.276,1032.3,54.976000000000006,2.7376,19.369,1052.0,550.02,111.69,10.604000000000001,5.1177,64.183
18.777,1011.9,82.208,3.2698,19.227,1054.8,549.89,108.79,10.362,4.3699,64.05199999999999
21.78,1010.0,89.866,4.059,19.875,1057.8,549.96,109.82,10.489,4.8675,52.975
15.773,1014.1,91.57600000000001,3.611,28.428,1099.8,546.19,146.57,12.835999999999999,1.5558,87.001
18.629,1011.2,90.9,2.9022,19.611,1055.7,550.05,109.32,10.47,5.7584,61.59
16.526,1004.8,95.86,3.0791,18.989,1053.0,549.99,108.52,10.383,4.9882,63.278
25.921,1007.4,61.803000000000004,4.3772,31.337,1099.9,541.22,150.53,13.415,1.0969,51.352
24.56,1010.0,87.181,4.1851,25.46,1090.9,549.85,133.92,12.087,1.6453,57.928999999999995
24.487,1010.6,66.344,3.7347,25.209,1088.8,550.17,131.81,12.102,1.8322,69.119
15.657,1002.3,83.994,2.6239,18.915,1051.2,549.36,107.82,10.359000000000002,6.4071,78.297
12.078,1028.7,63.81,3.1421,21.537,1063.8,549.99,121.25,11.210999999999999,3.5333,63.861000000000004
13.318,1007.1,93.726,3.1198,23.467,1077.4,548.67,127.94,11.589,3.9957,86.37
22.795,1023.8,59.588,3.4576,21.675,1063.3,550.15,117.68,11.106,3.1473,49.571999999999996
14.404000000000002,1000.3,78.89399999999999,2.5846,19.049,1052.7,549.94,108.93,10.255999999999998,5.5247,78.193
6.8664,1011.8,84.926,2.9492,21.486,1056.1,547.11,120.19,11.027999999999999,4.9046,75.98
-3.0659,1024.4,62.778,3.7903,31.894000000000002,1099.8,534.48,164.78,13.885,2.8084,68.658
25.441,1010.9,46.49,4.224,30.811,1100.0,542.47,151.25,13.415999999999999,1.9529,53.981
10.599,1025.0,75.242,2.7372,18.676,1027.7,537.52,104.32,10.375,11.849,97.785
20.99,1013.8,84.447,2.5864,19.774,1055.3,550.21,108.69,10.491,5.1002,66.528
27.278000000000002,1015.1,50.86600000000001,4.3191,29.816999999999997,1100.0,545.28,148.15,13.225,1.2934,47.062
13.579,1007.6,96.694,2.8577,19.296,1054.3,549.99,109.89,10.404000000000002,5.4,69.038
12.073,1019.3,77.094,3.4359,27.098000000000003,1082.8,550.32,136.13,12.120999999999999,3.8458,66.42699999999999
4.8911,1020.9,92.266,2.9245,22.005,1059.3,540.6,122.23,11.235,2.1826,119.41
10.585999999999999,1007.0,83.839,3.0787,23.651999999999997,1067.2,549.53,125.2,11.332,4.2977,71.498
5.1378,1023.2,54.721000000000004,4.1893,32.911,1100.1,528.42,162.6,14.007,1.3673,72.232
26.826999999999998,1015.3,54.08,4.2783,29.993000000000002,1100.1,544.98,148.35,13.203,1.4533,48.18899999999999
23.471,1010.3,85.48700000000001,3.5699,18.667,1049.9,550.0,103.72,10.097000000000001,6.2014,54.251999999999995
19.347,1015.2,80.585,5.2361,25.401,1091.0,549.86,135.27,12.182,2.8795,84.336
15.011,1008.2,61.489,3.2334,27.99,1080.1,550.02,133.63,11.882,3.2819,64.079
24.898000000000003,1004.2,70.944,4.248,30.184,1099.9,545.13,148.52,13.222000000000001,2.0583,52.152
21.404,1013.3,89.56299999999999,3.94,25.308000000000003,1090.0,549.8,134.5,12.145,1.6048,62.794
21.223000000000003,1017.1,61.208,3.4689,24.491999999999997,1079.6,550.28,130.33,11.985,1.9137,51.257
12.88,1014.3,47.58,3.2878,25.616,1077.7,549.95,131.89,11.825,0.80493,63.313
18.147000000000002,1020.0,70.309,4.1571,32.545,1099.9,532.22,155.92,13.795,0.8926799999999999,70.513
1.2773,1008.5,76.39399999999999,3.0112,23.430999999999997,1073.8,550.17,130.33,11.663,3.2577,83.345
15.437000000000001,1018.3,82.931,4.1147,32.231,1099.9,533.04,154.9,13.671,1.1733,75.12
9.1542,1006.1,99.34899999999999,3.0363,23.906,1083.7,549.95,133.55,11.720999999999998,1.6975,79.987
12.199000000000002,1028.6,63.803000000000004,3.3496,23.361,1074.9,549.87,129.54,11.690999999999999,3.0575,63.68600000000001
17.877,1011.4,89.598,3.1708,23.273000000000003,1063.2,549.83,119.77,11.125,3.01,53.303000000000004
28.32,1011.6,71.205,5.1439,30.639,1100.0,538.4,149.15,13.386,1.9614,54.993
29.135,1008.7,48.408,5.3118,30.503,1099.9,539.44,148.09,13.238,0.8144,60.473
13.890999999999998,1009.1,84.15100000000001,3.2278,23.355,1073.4,549.62,128.37,11.56,2.5878,57.497
18.342,1019.3,50.782,3.325,23.891,1077.0,550.34,129.22,11.82,2.1267,51.596000000000004
15.787,1016.9,54.001999999999995,4.2308,31.868000000000002,1100.1,532.14,156.83,13.785,0.88576,61.701
28.578000000000003,1013.0,42.672,4.4393,31.224,1099.9,541.15,150.14,13.468,1.3212,49.725
7.1267,1022.4,85.064,4.6292,36.341,1100.5,523.17,170.48,14.790999999999999,1.4063,80.6
21.369,1002.3,85.039,4.496,31.675,1099.8,535.44,152.0,13.539000000000001,1.4031,60.492
13.305,1017.1,91.619,2.636,19.098,1054.5,549.84,109.81,10.48,5.393,79.828
25.596,1012.6,58.428999999999995,4.2712,30.421,1099.9,543.62,149.31,13.307,1.7708,49.148
10.654000000000002,1010.7,87.071,4.0029,32.713,1100.1,529.84,161.53,13.945,3.0316,86.29899999999999
17.96,1019.4,53.18600000000001,3.2264,23.111,1072.5,549.57,126.06,11.610999999999999,2.4203,51.733999999999995
26.73,1014.6,50.833,3.4212,19.783,1057.4,549.93,108.25,10.509,4.0086,55.303000000000004
28.859,1012.2,44.983000000000004,4.1057,28.516,1099.3,549.14,142.72,12.915999999999999,1.3671,60.263999999999996
26.252,1014.5,45.98,4.3188,30.618000000000002,1100.0,542.98,150.53,13.372,1.3285,47.586000000000006
23.735,1009.4,85.154,4.4771,30.313000000000002,1099.9,543.87,148.63,13.220999999999998,1.4031,52.735
7.9541,1023.5,68.113,2.6004,24.195999999999998,1041.3,546.43,108.32,10.359000000000002,8.6604,84.61200000000001
11.783,1014.0,83.57799999999999,2.7396,18.702,1044.4,548.89,108.38,10.334000000000001,5.124,72.807
8.6383,1021.6,63.227,4.4673,32.658,1099.9,533.13,161.8,14.003,1.8729,50.717
18.486,1011.9,69.438,3.1249,22.94,1068.9,550.11,124.81,11.407,2.6289,55.06100000000001
13.552,1017.6,68.967,2.6954,18.906,1046.9,549.58,108.9,10.401,5.359,64.081
6.7287,1015.9,69.642,3.2519,23.936,1078.9,549.67,134.96,11.887,3.4074,72.168
9.6604,1008.1,83.363,4.0931,32.501,1099.9,530.47,161.62,13.921,0.77663,72.533
9.6933,1015.4,89.38799999999999,2.5396,19.317,1040.1,539.14,109.12,10.444,12.606,105.45
1.2021,1024.8,76.612,2.6897,18.639,1047.8,549.48,110.31,10.503,8.1435,105.23
27.783,1013.0,52.611999999999995,4.7353,30.68,1100.0,542.3,150.09,13.327,1.8831,56.305
11.402000000000001,1009.8,62.176,3.3705,25.565,1077.0,546.84,133.87,12.04,3.8359,66.859
17.483,1007.8,85.29899999999999,3.2982,23.287,1072.4,549.93,126.74,11.533,2.1808,46.103
17.407,1000.1,75.119,4.1144,31.08,1100.0,536.36,153.34,13.445,1.0833,80.608
20.831,1013.0,84.837,3.927,19.803,1057.9,550.0,110.06,10.507,4.2208,53.692
29.688000000000002,1010.4,51.188,4.5686,26.301,1094.8,550.52,134.0,12.26,1.7364,66.197
32.078,1010.8,36.397,4.8562,26.498,1095.1,549.89,133.1,12.287,1.3877,74.582
18.426,1008.1,73.54899999999999,3.0869,19.609,1049.4,550.33,109.97,10.46,4.1164,52.278
7.9139,1023.2,68.885,2.5898,24.383000000000003,1038.1,544.48,107.53,10.42,11.027000000000001,91.36
12.554,1020.9,91.976,4.0793,32.419000000000004,1100.0,531.66,157.47,13.802,1.13,73.181
13.559000000000001,1022.0,47.733000000000004,3.4019,29.956,1078.6,550.26,131.92,11.937000000000001,3.7036,68.502
28.461,1007.8,52.346000000000004,4.3594,30.083000000000002,1099.9,545.09,148.36,13.155,1.479,50.277
13.761,1013.3,36.431999999999995,3.3124,30.329,1085.0,550.12,137.31,12.225,0.5464899999999999,65.304
25.986,1010.4,74.297,4.2452,25.741999999999997,1092.5,549.86,134.24,12.241,1.2814,63.23
2.4835,1020.1,67.658,4.082,34.34,1099.9,521.71,170.53,14.466,0.4737,67.354
16.413,1019.1,91.68299999999999,2.7793,21.926,1069.5,550.0,120.02,11.128,3.0906,74.248
3.1939,1022.5,86.816,3.9322,31.673000000000002,1100.0,536.23,162.14,13.863,2.6836,60.873999999999995
29.034000000000002,1013.0,55.428000000000004,4.9916,26.441999999999997,1095.6,550.09,134.57,12.380999999999998,1.5475,67.64
10.552,1021.3,79.85,2.6224,18.774,1046.1,549.3,109.26,10.317,5.9317,68.065
22.471,1020.0,74.541,3.6301,28.088,1099.9,546.89,142.68,12.753,2.4662,101.55
5.4628,1025.1,76.877,4.0549,32.869,1099.7,532.55,163.64,14.102,2.3025,57.81399999999999
25.189,1010.0,69.694,4.3693,30.15,1100.0,544.82,148.19,13.163,1.405,49.373999999999995
21.112,1015.0,86.609,3.7465,19.645,1057.3,550.09,109.83,10.554,4.5524,53.988
25.644000000000002,1015.3,75.806,4.2827,29.483,1099.9,546.19,146.65,13.162,1.7059,52.401
13.061,1004.8,87.925,3.0605,24.41,1085.3,549.82,133.99,11.822000000000001,0.9018200000000001,71.585
13.368,1008.3,100.03,3.2804,24.72,1085.9,549.95,133.74,11.927999999999999,1.4039,64.315
16.406,1003.1,95.48,2.6458,20.717,1060.2,549.96,113.55,10.664000000000001,4.5353,71.51
8.0848,1022.6,68.633,4.4705,32.45,1100.1,533.47,161.23,14.01,1.9636,50.443999999999996
22.825,1014.7,72.561,4.4343,31.228,1099.8,540.78,151.01,13.450999999999999,1.4356,48.961999999999996
17.874000000000002,1021.7,95.152,3.2946,25.844,1092.2,550.28,136.63,12.203,2.0544,86.32799999999999
29.594,1010.7,53.794,4.5577,26.180999999999997,1094.1,549.77,133.26,12.247,0.48831,63.623000000000005
18.797,1003.9,74.006,2.7303,19.622,1048.2,549.97,109.21,10.328,4.551,52.278999999999996
12.026,1007.3,79.954,4.1095,31.897,1100.0,532.36,158.83,13.717,1.4402,74.638
13.77,1012.6,81.69,3.3226,24.353,1086.3,550.05,133.6,11.942,1.5985,70.143
14.129000000000001,1005.1,88.853,3.4536,23.871,1075.3,549.93,130.18,11.719000000000001,2.2447,53.898999999999994
15.242,1012.7,64.248,3.3616,24.418000000000003,1086.4,550.0,133.33,11.952,1.2112,73.066
6.2945,1023.6,94.837,2.9377,23.498,1082.8,550.01,133.46,11.76,3.2039999999999997,84.45299999999999
24.069000000000003,1011.5,72.415,4.0249,25.459,1090.2,550.43,132.94,12.023,1.7316,66.696
14.388,1013.2,78.648,3.2329,24.49,1072.7,549.9,128.14,11.517999999999999,1.3148,61.358000000000004
23.113000000000003,1009.6,78.12,3.6957,25.596,1090.5,550.42,133.74,12.162,1.5837,65.722
27.629,1013.4,76.529,6.0213,30.628,1100.1,538.48,147.6,13.367,0.73026,55.494
17.156,1005.0,86.133,3.0508,22.938000000000002,1074.5,549.86,124.09,11.335999999999999,2.8159,64.289
23.853,1006.8,63.908,3.8153,27.572,1094.2,549.64,141.26,12.6,1.2563,53.50899999999999
23.444000000000003,1009.6,90.215,4.282,25.177,1089.7,549.62,133.26,12.137,2.0189,59.472
20.191,1016.5,81.17699999999999,3.7746,24.155,1078.5,549.76,129.88,11.93,2.1772,52.928999999999995
19.088,1012.2,79.594,3.7651,26.94,1092.7,550.14,141.69,12.550999999999998,1.209,53.885
16.028,1015.4,99.51700000000001,3.3301,25.288,1088.3,549.59,134.04,12.013,2.2269,67.292
18.355999999999998,1012.2,89.677,4.0006,31.526999999999997,1099.9,536.3,152.68,13.466,1.8195,76.555
17.633,1013.4,94.28399999999999,3.8966,24.814,1088.1,549.9,134.33,12.027999999999999,1.3204,63.61
13.933,1002.0,81.42399999999999,3.5582,26.572,1087.4,549.71,139.51,12.189,1.6357,61.995
30.874000000000002,1005.5,51.271,5.1411,26.337,1094.1,549.75,132.61,12.315999999999999,1.4483,65.652
18.442,1003.3,84.62799999999999,4.2508,30.476,1100.0,542.78,152.06,13.337,1.3627,53.758
18.082,1014.1,87.11399999999999,3.7789,24.149,1077.1,549.56,130.55,11.86,2.1366,58.068999999999996
12.565999999999999,1008.9,99.64299999999999,2.7352,20.308,1059.8,549.67,114.47,10.677999999999999,2.9297,61.86600000000001
32.336999999999996,1009.1,49.075,4.3237,29.505,1100.0,547.23,146.07,13.049000000000001,1.5801,52.571000000000005
24.394000000000002,1009.5,91.535,3.9254,23.781,1080.4,549.71,126.08,11.575999999999999,2.4714,54.618
14.475999999999999,1011.6,94.296,3.3642,21.1,1059.3,550.09,117.84,10.914000000000001,3.5701,52.413000000000004
20.549,1009.9,96.256,4.2179,24.971999999999998,1089.0,550.19,133.78,11.937000000000001,2.0066,60.955
23.713,1016.7,66.378,3.6226,26.28,1088.2,549.64,136.35,12.368,1.5473,54.202
18.36,1005.1,87.47200000000001,3.3280000000000003,25.346,1088.1,550.06,133.42,11.965,1.9487,73.582
26.789,1011.7,50.581,4.1464,29.608,1100.0,546.17,145.44,13.175999999999998,1.6598,61.053999999999995
16.241,1003.3,83.647,3.3295,24.636,1086.7,549.88,133.68,11.841,0.78935,74.02600000000001
28.408,1006.1,50.748999999999995,4.3293,30.434,1099.9,544.3,148.52,13.27,2.9227,58.412
8.9031,1028.2,81.203,3.7686,26.245,1092.2,549.97,144.08,12.569,2.7701,62.566
15.538,1003.0,90.086,2.8543,20.482,1046.5,550.26,108.64,10.324000000000002,4.706,57.608999999999995
13.13,1024.5,32.556999999999995,4.1966,32.949,1099.9,537.8,155.59,13.645999999999999,2.5917,61.631
13.148,1009.0,86.345,4.1133,32.1,1099.9,532.09,158.05,13.765999999999998,1.5077,70.17
19.164,1014.5,81.288,5.1403,24.955,1088.2,550.11,132.89,11.918,2.9787,85.771
1.2590000000000001,1012.4,73.502,2.9827,23.111,1073.5,549.6,130.73,11.632,3.8357,84.4
16.71,1010.5,65.58800000000001,3.4253,24.119,1077.3,550.4,130.6,11.714,2.0666,56.41
20.503,1014.1,75.939,3.4045,25.25,1089.7,549.92,134.14,11.958,1.3397,68.934
31.723000000000003,1010.4,54.922,4.4516,29.616,1099.9,546.56,146.45,13.092,1.5034,53.79
17.314,1019.4,95.804,3.2232,25.375,1088.7,549.96,134.22,11.977,1.3952,72.45
27.15,1011.8,61.316,4.5061,28.320999999999998,1095.1,542.66,141.99,12.812999999999999,1.4319,63.256
16.807000000000002,1019.6,69.52199999999999,3.2954,21.578000000000003,1062.6,550.04,119.53,11.085,3.3444,57.451
18.629,1021.2,71.39,4.0217,31.154,1100.0,536.76,151.47,13.472000000000001,1.3216,77.328
17.585,1012.6,89.57600000000001,2.5012,19.384,1052.8,550.4,108.08,10.359000000000002,5.281000000000001,69.872
22.138,1007.8,55.843999999999994,3.8659,25.399,1090.1,549.63,133.77,12.033,1.245,73.419
11.159,1025.4,74.867,4.4787,32.279,1099.9,533.82,159.65,13.972999999999999,2.623,50.368
23.587,1013.7,71.895,4.2924,30.026999999999997,1099.9,544.52,148.61,13.244000000000002,1.1558,48.143
21.401999999999997,1009.8,78.03,3.4259,25.625999999999998,1089.9,550.16,134.26,12.068,2.2943,76.116
24.000999999999998,1011.2,61.878,3.4956,29.375999999999998,1090.5,549.83,138.03,12.386,0.8290299999999999,56.555
6.754,1024.6,73.907,4.5279,32.796,1100.0,531.99,163.3,14.127,2.9844,50.473
18.749000000000002,1018.4,81.118,3.3184,24.095,1077.5,549.56,129.65,11.834000000000001,1.8227,47.016000000000005
25.851,1004.9,80.74,4.1946,28.869,1098.4,548.12,144.21,12.982999999999999,2.0764,54.3
23.389,1017.1,61.415,3.7119,24.438000000000002,1079.0,549.54,129.39,11.922,2.4698,53.708999999999996
30.185,1013.3,54.806999999999995,4.3016,29.455,1100.0,546.77,146.67,13.087,1.3352,53.824
25.956999999999997,1013.4,70.968,3.6046,20.296,1059.5,550.08,109.97,10.59,2.6531,47.373999999999995
20.445,1018.0,49.138999999999996,3.1867,20.987,1058.3,549.96,115.05,10.894,3.5189,62.299
27.127,1011.9,47.263999999999996,3.8936,21.256999999999998,1065.5,549.94,113.89,10.960999999999999,2.4985,55.888999999999996
8.1047,1014.1,65.19800000000001,2.8722,21.881999999999998,1060.6,550.0,120.64,11.004000000000001,4.5919,73.815
17.531,1005.1,92.319,3.362,23.403000000000002,1072.6,549.79,127.1,11.647,2.6734,46.413000000000004
8.2821,1016.3,94.27600000000001,3.0104,23.822,1083.5,549.94,133.45,11.819,1.5691,77.915
23.903000000000002,1016.2,60.746,2.6953,20.704,1047.7,550.21,106.94,10.439,4.8191,53.477
7.7365,1016.3,80.822,2.5515,19.327,1055.8,549.27,111.92,10.475999999999999,6.1931,103.49
11.706,1009.0,100.01,2.4576,19.06,1051.7,549.15,109.12,10.294,6.4511,86.959
27.384,1013.7,63.951,4.3994,25.855,1093.7,550.44,134.47,12.267999999999999,0.68089,60.16
22.096999999999998,1014.1,76.38600000000001,3.8626,24.725,1080.6,550.4,130.97,11.908,2.4037,52.51
27.846999999999998,1007.7,64.60300000000001,4.0451,24.441,1083.7,550.06,126.96,11.713,1.367,54.476000000000006
23.754,1009.5,72.258,4.235,25.624000000000002,1092.1,550.24,134.61,12.100999999999999,1.1664,64.96300000000001
15.078,1020.9,45.283,4.2713,31.191,1100.0,537.92,155.1,13.724,0.8653,56.708
15.8,1017.0,80.752,4.2297,30.997,1100.0,540.09,153.81,13.535,1.1825,51.36600000000001
9.7444,1021.7,72.334,4.2954,32.79,1100.1,529.49,159.71,13.99,1.3822,72.44800000000001
14.49,1026.5,78.207,3.3801,27.199,1098.6,548.2,143.64,12.602,0.7337100000000001,73.172
15.844000000000001,1012.4,61.573,3.3967,24.585,1087.4,549.82,133.85,11.892000000000001,0.9580799999999999,73.107
13.288,1030.8,59.992,2.8423,20.274,1054.4,548.26,115.39,10.755999999999998,4.7707,71.142
24.111,1006.8,81.063,4.0326,25.340999999999998,1089.4,549.8,133.01,11.985999999999999,6.8036,59.406000000000006
14.552,1011.2,70.757,4.0971,31.947,1100.1,538.87,156.23,13.630999999999998,4.2145,61.82899999999999
10.805,1019.0,90.772,2.6438,19.102,1046.6,544.14,109.36,10.47,8.9045,96.072
21.511999999999997,1003.6,64.175,4.1166,30.014,1100.1,544.91,148.75,13.203,2.2085,63.739
15.892999999999999,1017.1,69.03699999999999,3.2738,23.904,1076.4,550.07,130.16,11.655,2.6022,54.037
24.805999999999997,1014.9,64.443,4.3752,30.412,1100.0,543.42,149.31,13.267999999999999,1.6259,48.95
12.072000000000001,1000.5,95.177,2.483,18.996,1050.1,548.3,109.23,10.267000000000001,6.2246,78.669
27.855,1009.4,75.635,4.496,30.485,1099.8,543.47,147.2,13.284,1.7025,53.372
10.929,1015.6,90.07,4.1081,32.715,1099.9,529.36,160.4,13.952,1.2032,67.433
28.996,1016.3,33.369,4.3412,30.628,1100.1,542.59,150.98,13.377,1.8454,50.457
6.257000000000001,1023.7,64.78399999999999,4.144,35.566,1100.0,532.78,163.45,14.069,2.5022,60.792
29.513,1009.5,57.675,5.5017,26.676,1096.4,550.16,135.03,12.399000000000001,1.0137,64.209
16.495,1005.4,68.645,3.525,29.92,1087.3,549.78,138.62,12.290999999999999,2.3967,63.586999999999996
3.7846,1026.0,77.441,3.0814,21.939,1067.9,550.0,125.97,11.355,3.7469,71.14699999999999
32.774,1007.6,49.894,4.3647,29.343000000000004,1100.0,547.93,145.42,12.998,1.621,55.386
12.192,1020.2,94.07799999999999,3.1405,24.168000000000003,1085.9,549.97,133.24,11.860999999999999,1.6955,79.42399999999999
26.401,1014.7,49.803000000000004,6.8451,31.605,1100.0,534.65,153.11,13.573,1.3208,64.60600000000001
17.359,1011.3,89.03200000000001,3.2949,19.495,1056.3,550.01,110.23,10.394,4.3146,61.505
20.383,1015.9,68.543,3.7785,24.311999999999998,1079.2,550.41,130.62,11.937000000000001,1.6422,59.323
24.243000000000002,1017.1,57.793,3.7463,24.872,1081.2,550.31,130.81,11.960999999999999,2.1468,54.496
20.605999999999998,1013.1,91.19200000000001,3.9069,25.13,1089.2,550.29,133.86,12.079,1.2695,61.31399999999999
7.8238,1015.6,59.256,4.1344,33.604,1099.8,525.95,165.0,14.17,1.7274,73.531
17.474,1009.1,81.02199999999999,4.1395,31.386999999999997,1100.0,535.46,153.73,13.52,0.40043,61.355
27.125999999999998,1006.9,43.582,3.6135,25.54,1083.7,549.9,132.95,12.055,1.5674,55.442
2.5355,1019.8,84.493,3.3556,22.796,1072.0,549.96,130.52,11.498,4.1193,70.502
9.709,1016.0,73.986,2.5142,20.71,1041.6,547.69,108.1,10.354000000000001,6.4128,81.679
10.307,1012.4,89.947,2.7147,21.281,1064.8,547.6,120.99,11.075999999999999,6.0246,88.053
11.492,1003.9,96.617,3.0852,24.087,1083.6,549.84,132.94,11.75,1.9245,74.696
14.694,1011.4,98.848,4.2437,30.891,1100.1,536.33,153.57,13.527000000000001,1.7224,67.61399999999999
33.914,1004.6,44.027,4.4297,30.787,1100.0,543.47,148.06,13.29,1.94,56.17100000000001
11.665,1025.8,67.22800000000001,3.4404,24.108,1080.3,550.21,133.63,11.997,3.3035,61.263999999999996
7.4615,1023.4,90.87200000000001,4.4239,34.088,1099.9,530.91,163.91,14.142000000000001,3.1905,51.395
16.812,1011.0,68.407,2.5853,19.253,1054.6,550.02,109.12,10.345999999999998,5.0101,69.332
9.8988,1024.6,70.07600000000001,4.2204,33.199,1100.0,526.87,162.46,14.130999999999998,2.1106,70.995
16.965,1020.8,69.432,4.1956,30.361,1100.3,541.07,152.71,13.443,1.147,50.581
16.082,1011.6,77.747,3.3556,24.055999999999997,1076.6,550.43,130.48,11.683,2.2207,53.333
27.662,1018.7,40.001999999999995,4.3066,30.61,1099.9,542.12,150.88,13.349,1.2296,48.565
22.194000000000003,1007.1,66.862,4.1917,30.985,1100.1,542.07,152.09,13.46,1.3952,53.058
13.914000000000001,1009.9,74.984,3.159,24.362,1086.7,550.11,134.71,11.967,1.8845,75.683
26.386999999999997,1013.9,57.431999999999995,4.8515,25.784000000000002,1092.5,549.78,133.47,12.171,1.594,67.764
23.933000000000003,1011.7,92.851,5.0638,25.478,1090.7,550.2,133.29,12.177,1.538,59.478
14.652000000000001,1015.1,88.68700000000001,3.2430000000000003,24.874000000000002,1087.5,550.1,134.16,12.019,1.1242,62.961000000000006
