AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
17.864,1009.6,75.82600000000001,2.6907,19.224,1047.0,550.41,108.51,10.360999999999999,4.7804,55.739
8.5424,1007.0,89.73899999999999,3.1012,25.677,1072.1,549.95,129.59,11.530999999999999,3.4845,68.821
5.0479,1028.4,90.939,5.0692,33.009,1099.9,531.0,164.53,14.208,1.9359,46.887
1.1118,1015.3,58.826,2.8765,24.985,1072.4,550.0,131.36,11.644,3.3748,87.275
29.339000000000002,1010.6,68.656,4.5997,30.233,1099.9,544.54,147.08,13.193,2.3069,50.104
1.1444,1017.5,76.4,2.6906,21.342,1064.5,549.9,123.48,11.152000000000001,3.0572,80.607
22.508000000000003,1008.0,84.005,3.7239999999999998,24.392,1074.3,549.65,126.98,11.715,1.8966,50.785
18.604,1013.1,80.94,2.7597,19.516,1048.8,550.01,109.69,10.342,4.6531,54.431999999999995
6.959,1032.9,77.848,3.3289,23.28,1076.7,549.8,130.96,11.727,3.2487,66.12
17.27,1019.7,77.807,3.4712,24.406,1078.9,550.12,130.98,11.774000000000001,2.7931,53.746
22.701,1019.7,70.122,4.1864,23.456999999999997,1071.5,549.93,123.13,11.415999999999999,2.0862,55.7
27.714000000000002,1008.2,65.92699999999999,3.8261,24.875,1076.7,550.0,127.16,11.682,1.7565,50.571999999999996
18.82,1006.7,89.98700000000001,3.8214,25.569000000000003,1081.9,550.04,134.47,11.96,1.6903,60.497
27.619,1010.9,79.97,3.9706,25.72,1081.2,550.09,129.23,11.888,1.9372,44.876999999999995
8.9581,1018.5,65.824,3.2709,25.069000000000003,1080.4,550.13,135.2,11.898,3.2251,70.015
22.3,1009.2,89.77799999999999,3.9303,24.796,1077.2,550.1,128.51,11.782,1.8801,52.592
11.981,1021.1,60.43600000000001,4.5771,32.982,1100.0,535.92,160.38,13.883,1.1515,79.245
17.598,1009.1,86.211,3.7775,25.701,1088.9,550.05,134.4,12.0,1.2392,59.063
16.533,1011.3,98.366,4.2087,24.658,1078.4,549.93,132.26,11.842,1.4531,61.172
30.125,1010.9,46.09,4.3666,30.5,1099.8,543.59,149.84,13.312999999999999,1.9968,48.851000000000006
18.026,1007.4,98.708,3.7227,23.829,1072.4,550.21,127.1,11.525,2.2793,53.67
11.759,1013.9,76.20100000000001,2.595,18.182000000000002,1032.6,544.04,103.54,9.9999,10.749,87.415
12.769,1014.4,43.128,3.2904,26.366999999999997,1075.6,550.21,131.03,11.683,3.5305,70.835
21.789,1012.4,94.83,3.8717,24.855,1077.4,550.36,128.09,11.839,2.0792,46.571999999999996
23.013,1012.2,84.60700000000001,3.9034,24.89,1078.5,549.84,129.21,11.912,0.74845,41.159
12.34,1020.1,69.792,3.2917,28.706,1089.7,549.4,141.65,12.474,2.475,66.143
22.409000000000002,1004.4,99.655,5.4288,30.949,1100.9,543.2,148.05,13.429,1.6342,56.604
9.9461,1018.5,69.71,3.9572,35.864000000000004,1100.0,537.01,158.75,13.764000000000001,3.0138,59.063
21.263,1009.3,74.14,3.7737,24.831,1079.8,550.42,131.52,11.972000000000001,2.1654,54.567
13.588,1015.7,88.931,2.7315,22.612,1066.1,550.18,123.17,11.24,1.811,64.77199999999999
12.847000000000001,1018.7,90.87200000000001,3.5542,25.293000000000003,1078.5,549.96,134.55,11.992,1.8427,62.651
15.283,1009.8,85.85600000000001,3.5401,25.524,1078.2,550.04,133.93,11.889000000000001,1.584,63.195
20.998,1012.5,86.36200000000001,4.6335,31.19,1099.8,542.07,151.1,13.386,1.1922,54.897
9.6733,1018.0,91.93799999999999,2.6952,19.16,1018.6,533.91,103.99,10.165,12.538,112.33
24.883000000000003,1012.0,74.482,4.1331,28.773000000000003,1099.5,548.71,145.42,12.979000000000001,1.6646,56.137
15.799000000000001,1023.3,74.035,2.9859,18.936,1048.5,549.85,109.21,10.366,4.2938,56.571999999999996
17.558,1014.6,85.274,2.9235,19.82,1051.3,550.34,111.5,10.594000000000001,4.599,55.254
25.595,1009.6,69.039,3.9106,24.872,1077.5,549.72,127.48,11.841,1.6863,50.946000000000005
8.0938,1033.3,70.514,3.9914,28.678,1089.6,539.83,146.91,13.01,2.9738,56.464
8.5897,1018.3,88.523,2.8004,19.077,1044.4,550.01,108.9,10.379000000000001,4.2528,77.361
27.575,1014.5,59.698,4.0124,25.189,1082.4,550.0,130.64,12.08,1.0154,51.211999999999996
10.717,1015.9,69.366,3.0685,22.215999999999998,1066.9,550.17,124.62,11.195,2.8983,63.563
30.293000000000003,1006.4,46.888999999999996,4.7414,30.969,1100.0,544.16,149.96,13.23,1.5661,57.953
25.033,1016.9,52.222,4.6561,31.449,1100.0,540.87,153.65,13.477,1.6345,57.638999999999996
28.068,1013.5,39.703,3.7442,24.076999999999998,1076.0,549.9,125.29,11.752,2.6205,59.225
18.702,1007.5,71.768,2.7498,19.616,1048.7,550.38,109.67,10.493,4.6586,54.69
16.167,1006.5,93.863,3.8062,24.843000000000004,1078.2,549.78,132.25,11.787,1.6465,59.836999999999996
23.726,1012.2,61.294,3.8712,25.733,1083.0,550.07,132.81,12.024000000000001,1.5949,62.356
8.6289,1027.2,84.772,3.3879,24.493000000000002,1077.8,549.96,135.07,11.953,1.6179,64.295
14.655,1006.6,92.199,3.6583,26.002,1080.0,549.9,135.76,11.915999999999999,1.0189,61.667
11.942,1031.8,74.72,3.3912,23.517,1077.0,550.02,130.67,11.700999999999999,5.1496,61.17100000000001
20.273,1016.5,73.99600000000001,3.2003,22.541,1067.4,550.14,122.18,11.29,2.4629,51.778999999999996
18.188,1011.7,89.071,3.7641,24.479,1076.3,550.29,130.11,11.741,1.8831,58.416000000000004
27.499000000000002,1005.2,74.12100000000001,4.586,30.365,1100.0,546.19,148.19,13.145,1.1598,54.137
8.5224,1029.9,88.374,2.9068,18.882,1037.7,543.23,108.1,10.423,6.2772,76.01100000000001
23.468000000000004,1010.0,81.436,3.8294,25.048000000000002,1081.1,549.86,131.35,11.942,3.0011,61.848
19.645,1011.6,74.36399999999999,4.2878,31.06,1100.0,540.77,152.77,13.448,1.4018,51.306999999999995
27.796999999999997,1007.1,67.164,4.2478,29.465999999999998,1099.9,547.23,145.95,13.068,2.4097,56.516999999999996
24.938000000000002,1013.2,72.07600000000001,5.2985,31.354,1100.1,541.57,150.12,13.41,1.577,53.611000000000004
15.395,1005.8,95.34,3.7119,24.934,1079.8,550.04,134.05,11.880999999999998,1.7717,63.726000000000006
16.083,1009.6,82.553,2.8878,20.664,1051.6,550.42,113.8,10.690999999999999,1.6404,55.873000000000005
13.993,997.89,83.46600000000001,3.9916,31.147,1100.0,540.87,154.92,13.469000000000001,1.0371,58.946999999999996
27.781999999999996,1008.7,60.638999999999996,4.7456,31.561,1099.8,541.98,150.88,13.374,1.5931,57.299
18.266,1012.3,74.487,4.3049,30.651999999999997,1100.0,541.78,152.71,13.446,1.4658,51.091
30.228,1011.0,43.456,4.3242,30.12,1100.0,544.86,147.1,13.164000000000001,1.9244,54.036
27.194000000000003,1012.6,53.672,4.6368,30.104,1100.0,544.31,149.19,13.186,1.9804,57.431999999999995
20.68,1014.3,96.68,5.1922,30.226,1100.2,545.18,148.06,13.187999999999999,1.2188,56.157
18.363,1009.0,73.263,3.7489999999999997,25.604,1082.5,550.11,135.26,12.069,1.4399,66.20100000000001
27.612,1011.3,49.901,3.8435,24.903000000000002,1080.8,550.06,129.33,11.958,3.2574,55.206
12.135,1016.9,63.806999999999995,3.352,26.994,1083.1,550.06,135.96,12.033,3.0347,67.42699999999999
29.066,1013.5,64.91199999999999,3.886,25.241,1079.5,549.66,128.18,11.944,2.2377,54.042
25.371,1013.0,57.543,3.9389999999999996,24.737,1080.3,550.03,129.82,11.972999999999999,1.541,46.41
8.9551,1015.9,86.389,4.6171,33.551,1099.9,534.16,163.43,13.95,1.1649,79.37100000000001
6.6173,1020.2,70.933,3.8294,32.856,1099.9,532.15,163.5,14.097000000000001,0.71482,56.88
20.72,1009.8,75.377,4.2328,30.728,1100.0,541.76,151.88,13.458,1.2114,49.271
9.9547,1025.9,77.501,2.5503,23.059,1044.6,548.65,108.63,10.345999999999998,7.8039,80.592
16.755,1004.8,75.889,3.7076,25.393,1082.0,549.93,135.55,12.091,1.7553,67.812
30.046,1008.2,46.244,4.8457,30.693,1099.8,545.16,148.35,13.124,1.2921,59.077
19.762999999999998,1012.1,87.126,3.1753,19.51,1048.8,550.28,109.07,10.345,4.6754,47.763000000000005
10.162,1014.3,93.479,3.5617,24.910999999999998,1076.4,549.75,133.4,11.886,1.1767,61.912
25.359,1010.6,62.661,4.2434,27.604,1093.3,549.97,139.02,12.485,1.2436,56.04600000000001
34.391999999999996,1004.6,44.94,4.3228,29.214000000000002,1099.8,548.57,144.65,12.949000000000002,1.882,55.675
20.728,1010.5,86.413,3.8442,24.828000000000003,1077.2,549.87,129.19,11.716,1.8081,53.623999999999995
24.195999999999998,1009.3,84.184,3.9256,24.899,1077.3,550.32,127.87,11.85,0.74833,40.156
1.6407,1023.0,82.24600000000001,3.2786,22.866,1074.4,549.94,132.37,11.675999999999998,3.9415,69.74
14.545,1020.5,77.202,3.3275,23.964000000000002,1078.2,549.68,130.92,11.89,1.7816,53.42100000000001
24.405,1012.1,77.867,3.5749,21.061,1056.1,549.85,111.92,10.73,3.4315,51.708999999999996
11.802,1019.8,79.831,2.6068,18.761,1046.9,549.87,109.72,10.405999999999999,5.3787,62.281000000000006
7.0120000000000005,1016.9,62.713,3.1596,27.107,1078.7,549.73,134.49,11.924000000000001,2.4349,73.693
8.835,1015.7,81.825,2.6374,21.625,1063.5,549.83,122.57,11.055,1.0858,67.376
22.734,1005.9,88.809,3.8329,22.324,1060.5,549.47,116.82,11.081,3.4173,53.141999999999996
27.675,1012.1,61.108999999999995,4.5844,29.93,1100.0,545.04,148.42,13.152000000000001,1.7855,42.09
26.418000000000003,1011.6,72.557,3.7523,24.206999999999997,1073.8,550.0,124.94,11.647,2.032,53.551
6.2525,1024.1,93.171,4.5351,33.641999999999996,1100.0,531.12,164.31,14.14,3.1248,50.94
11.155999999999999,1003.9,81.3,3.0895,24.561999999999998,1070.8,550.02,128.27,11.509,3.562,65.65
31.153000000000002,1012.0,47.665,4.4043,29.639,1099.9,546.36,146.87,13.116,1.2826,51.693000000000005
12.478,1015.7,96.086,3.5460000000000003,25.331999999999997,1078.9,549.89,135.15,12.012,0.87046,58.49100000000001
28.343000000000004,1008.5,62.211999999999996,4.4216,30.29,1100.0,544.0,147.86,13.253,1.4356,55.678000000000004
31.339000000000002,1011.0,61.981,4.1559,24.399,1074.3,549.92,122.39,11.648,2.3514,51.588
22.925,1008.0,63.757,2.8094,19.918,1050.0,549.99,109.62,10.470999999999998,5.1579,50.433
25.449,1011.0,73.874,4.4871,25.816999999999997,1078.0,547.06,128.6,12.037,2.4161,58.431000000000004
17.258,1015.0,83.17399999999999,3.5901,25.662,1086.5,550.27,137.73,12.280999999999999,1.5644,53.791000000000004
8.9517,1032.0,72.703,3.2529,23.195999999999998,1074.6,549.92,130.18,11.66,3.7831,68.297
6.8154,1024.5,74.291,4.0928,34.425,1099.9,530.91,164.04,14.175999999999998,2.8996,58.156000000000006
11.672,1001.2,90.309,3.125,21.854,1056.6,549.95,119.52,10.918,2.3609,59.358000000000004
18.775,1004.0,93.662,3.5382,24.445,1078.7,550.02,131.2,11.767000000000001,2.0644,45.817
8.4889,1021.5,71.03,2.6593,20.688000000000002,1045.0,548.19,109.76,10.465,8.5781,76.596
17.531,1017.1,80.857,3.2553,23.899,1077.3,550.43,130.07,11.874,1.6899,46.608000000000004
18.484,1018.4,97.45,3.7388,20.08,1051.5,549.88,110.28,10.527999999999999,4.7496,57.826
21.072,1016.7,79.232,5.3315,31.022,1099.9,542.17,150.54,13.409,1.4169999999999998,54.373000000000005
27.035,1013.6,86.204,3.7816,21.839000000000002,1059.7,550.33,113.73,11.003,3.6482,46.676
7.7092,1019.0,82.096,3.4001,24.656,1082.9,550.28,137.35,12.09,2.8759,69.684
26.837,1016.0,30.985,3.7118,26.002,1087.5,549.71,135.3,12.275,1.9462,62.128
4.1109,1005.5,68.84899999999999,2.9371,22.546999999999997,1068.4,550.19,128.17,11.290999999999999,3.5466,80.101
30.425,1016.8,47.413000000000004,4.0202,25.622,1085.2,549.95,131.31,12.129000000000001,2.3674,54.983000000000004
2.0483,1021.1,71.357,4.1103,34.150999999999996,1099.9,527.93,168.68,14.372,2.6023,60.548
18.232,1008.2,99.70299999999999,4.206,26.432,1087.6,549.9,138.48,12.177999999999999,1.2756,58.163000000000004
21.351999999999997,1013.3,77.245,3.8246,24.511999999999997,1077.0,549.9,128.49,11.812000000000001,1.4028,57.245
26.416999999999998,1005.6,58.885,2.8366,19.988,1050.4,549.95,108.83,10.515999999999998,4.2487,46.285
12.433,1016.2,81.525,4.2149,30.613000000000003,1100.0,537.11,158.16,13.807,0.3126,61.626000000000005
16.257,997.51,71.999,3.6524,25.895,1079.3,550.32,134.77,12.045,1.0334,65.975
18.803,1018.9,96.59299999999999,3.8515,20.872,1055.9,550.18,113.33,10.755,4.2802,56.419
14.279000000000002,1016.8,54.909,3.4169,28.22,1083.8,550.01,136.01,12.155999999999999,4.2204,65.548
27.471999999999998,1011.4,88.626,4.0671,24.022,1071.9,549.78,122.19,11.472999999999999,3.4122,42.553000000000004
29.024,1010.5,60.526,4.245,29.656999999999996,1099.9,546.54,146.34,13.124,1.9685,51.227
12.665,1004.9,84.381,2.7753,24.801,1048.3,550.22,110.73,10.439,3.4359,58.913000000000004
28.843000000000004,1010.9,78.452,4.1941,25.413,1079.9,549.93,127.81,11.857999999999999,1.7928,51.395
11.421,1020.0,83.323,3.4116,28.237,1082.2,540.1,142.52,12.722000000000001,2.8064,65.26100000000001
2.6519,1011.5,60.79,2.8556,22.462,1071.6,550.42,130.61,11.588,3.6395,81.71
31.915,1010.3,55.95,4.1855,24.522,1075.1,550.05,122.6,11.620999999999999,0.93104,46.428999999999995
25.825,1015.3,59.928000000000004,4.4232,30.653000000000002,1100.0,542.52,149.85,13.404000000000002,1.3931,46.001999999999995
8.2872,1005.2,90.26100000000001,2.5042,18.288,1041.7,548.71,108.06,10.289000000000001,5.7129,75.07300000000001
22.805999999999997,1008.7,86.645,4.8025,31.250999999999998,1099.9,542.55,150.49,13.379000000000001,0.7528699999999999,49.93600000000001
19.965999999999998,1005.9,97.662,4.7734,30.698,1100.1,543.54,151.4,13.325999999999999,1.2313,55.951
22.226999999999997,1005.7,72.402,3.853,25.939,1083.5,549.91,134.87,12.089,1.2671,61.058
29.449,1011.2,79.247,4.9882,30.225,1099.9,546.42,144.35,13.077,1.6677,54.89
9.6635,1024.4,69.417,4.438,32.232,1099.9,533.63,160.95,13.99,2.6004,51.70399999999999
15.011,1008.2,61.489,3.2334,27.99,1080.1,550.02,133.63,11.882,3.2819,64.079
9.8801,1012.8,98.22,4.5359,32.326,1100.0,538.69,159.6,13.727,0.9040299999999999,72.906
19.351,1012.6,67.896,3.6687,27.156,1093.2,550.01,141.71,12.575,2.6871,59.646
23.701999999999998,1015.8,67.387,3.9207,24.984,1082.6,549.9,131.85,12.0,1.5728,53.43600000000001
9.7033,1026.6,54.23,3.1089,25.743000000000002,1072.3,549.94,128.07,11.575999999999999,3.6862,71.403
12.842,1021.1,97.148,3.7422,24.351999999999997,1079.1,550.49,133.58,11.886,1.7407,64.47800000000001
11.165,1007.7,84.29799999999999,2.633,19.827,1034.4,543.88,104.73,10.109,5.3955,88.68
6.7352,1029.6,91.366,3.2828,22.92,1069.2,549.78,126.53,11.552,0.038401,64.457
26.44,1013.0,91.505,4.065,23.669,1070.2,550.0,121.36,11.395999999999999,2.2025,45.443000000000005
7.7889,1024.7,74.206,4.5526,32.903,1100.0,531.69,162.88,14.138,2.3165,49.928999999999995
25.641,1005.8,91.993,4.1374,25.299,1078.7,550.44,128.65,11.92,1.9226,49.792
17.817,1009.7,55.95,2.6715,19.672,1046.3,550.16,107.61,10.273,3.8958,58.635
9.359,1007.4,87.486,2.7119999999999997,19.592,1047.7,549.52,111.51,10.448,5.6001,75.788
19.663,1015.6,82.069,3.7271,24.03,1077.8,550.07,129.58,11.847999999999999,2.1644,52.118
11.835999999999999,1023.5,100.07,4.5155,25.353,1079.5,550.07,135.14,11.880999999999998,0.87785,57.434
7.7485,1023.3,51.25899999999999,3.1326,28.118000000000002,1073.6,550.07,130.05,11.625,3.8448,79.218
6.5288,1022.4,62.908,3.0705,23.156,1074.4,549.91,130.58,11.686,3.4644,76.41199999999999
14.245,1015.1,75.91,3.2793,24.164,1079.1,550.25,132.54,11.838,1.6934,51.636
22.421999999999997,1007.2,89.11399999999999,3.8049,24.465999999999998,1074.6,550.06,127.06,11.706,1.7068,49.747
17.316,1011.4,91.508,3.6032,24.131999999999998,1074.7,549.98,129.25,11.642999999999999,1.8268,59.367
22.258000000000003,999.79,69.21,4.2203,27.916999999999998,1093.6,549.29,142.11,12.591,1.3611,67.658
20.089000000000002,1013.5,72.605,3.5711,25.939,1087.7,550.03,137.61,12.302,1.5278,56.028
7.4651,1023.6,74.97399999999999,4.4723,32.583,1100.0,532.42,162.49,14.09,2.1938,50.306000000000004
27.041,1011.1,64.61399999999999,3.9164,24.948,1077.8,550.1,127.23,11.867,1.45,49.745
21.391,1012.8,75.857,4.2996,30.697,1100.0,542.35,151.25,13.395,1.1613,48.108999999999995
20.561,1009.9,89.39399999999999,3.1328,19.894000000000002,1049.2,550.14,109.2,10.509,4.8491,55.073
20.288,1012.9,76.79,4.3193,30.894000000000002,1099.9,541.45,152.18,13.437000000000001,1.3008,48.861000000000004
9.5609,1011.2,86.586,3.3587,23.666999999999998,1075.4,549.87,131.23,11.661,2.7969999999999997,60.336000000000006
26.929000000000002,1013.0,64.0,3.7931,25.445,1076.7,546.21,129.43,11.991,2.5813,50.103
10.089,1007.0,68.993,3.1031,23.414,1074.1,550.07,130.83,11.712,3.2922,69.669
13.375,1032.9,61.479,3.1815,23.038,1074.6,549.91,128.55,11.671,3.2015,61.59
2.7798,1007.3,53.732,2.9744,23.135,1072.9,549.83,131.7,11.567,3.49,84.552
19.11,1012.0,97.865,5.3516,31.173000000000002,1100.0,541.72,150.85,13.415999999999999,1.3517,56.268
16.504,1018.7,75.88600000000001,3.9663,21.919,1063.7,550.17,119.46,11.162,3.1577,64.452
27.578000000000003,1013.4,59.897,4.1019,23.97,1072.9,549.88,122.84,11.657,2.2991,51.476000000000006
12.148,1020.4,97.391,5.6564,32.54,1099.9,535.61,158.44,13.87,0.79082,55.568000000000005
27.589000000000002,1014.1,53.463,4.5778,30.023000000000003,1099.8,545.79,146.44,13.145,1.6381,63.313
21.254,1017.0,62.145,4.277,30.133000000000003,1100.0,542.15,150.24,13.385,1.6623,50.363
21.331999999999997,1013.3,84.76,3.6995,24.47,1076.0,550.28,128.19,11.672,1.9057,51.867
16.127,1015.8,87.736,3.343,24.197,1078.4,550.02,131.49,11.798,1.9361,46.217
